Animal..,ARN,Species,Primary.Breed,Colors,Gender,Altered,Pre.Altered,Chip.Provider,Danger,Danger.Reason,Date.of.Birth,Intake.Age,Intake.By,Intake.Date,Intake.Type,Intake.Subtype,Intake.Reason,Intake.Site,Intake.Location,Intake.Sublocation,Intake.Jurisdiction,Intake.Condition,Intake.Agency,Agency.Member,Agency.Member.Phone,Agency.Address,Outcome.Age,Outcome.Age.in.Months,Outcome.Date,Outcome.By,Outcome.Type,Outcome.Subtype,Outcome.Site,Outcome.Location,Outcome.Sublocation,Outcome.Jurisdiction,Transfer.Out.Reason,Outcome.Agency,Released.By,Release.Date,LOS
A42474707,,Cat,Domestic Shorthair,Brown/White,Female,Yes,No,24PetWatch,No,NA,11/1/2015,3y 9m 13d,Jill Sweeney,8/14/2019 11:26:45 AM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Isolation,NA,,Healthy,Homeward Bound (Camden County),Mike Bricker,(856) 401-1300,125 County House Road  ,4y 0d,48,11/1/2019 6:46:00 PM,Bidisha Mukherjee,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Bidisha Mukherjee,11/1/2019 6:46:00 PM,79
A42474709,,Cat,Domestic Shorthair,Grey/Grey,Unknown,Yes,No,24PetWatch,No,NA,8/6/2019,8d,Jill Sweeney,8/14/2019 11:26:45 AM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Isolation,NA,,Less Than 7 Weeks,Homeward Bound (Camden County),Mike Bricker,(856) 401-1300,125 County House Road  ,3m 28d,3,12/4/2019 12:13:00 PM,Emma Griffin,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Emma Griffin,12/4/2019 12:13:00 PM,112
A42474712,,Cat,Domestic Shorthair,Black/White,Female,Yes,Unknown,24PetWatch,No,NA,8/2/2016,3y 12d,Jill Sweeney,8/14/2019 11:26:45 AM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Isolation,NA,,Sick,Homeward Bound (Camden County),Mike Bricker,(856) 401-1300,125 County House Road  ,3y 29d,36,8/31/2019 5:41:00 PM,Maria Decker,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Maria Decker,8/31/2019 5:41:00 PM,17
A42474715,,Cat,Domestic Shorthair,Black/Black,Female,Yes,Yes,24PetWatch,No,NA,7/27/2017,2y 1m 21d,Ashley Matters,9/17/2019 9:06:35 AM,Return,Returned Adoption,Allergic to Animal,Grant Avenue,Grant Avenue,NA,,Sick,,,,,2y 1m 24d,25,9/20/2019 5:33:00 PM,Steve Ciepiela,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Steve Ciepiela,9/20/2019 5:33:00 PM,3
A42474715,,Cat,Domestic Shorthair,Black/Black,Female,Yes,Yes,24PetWatch,No,NA,7/27/2017,2y 18d,Jill Sweeney,8/14/2019 11:26:45 AM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Isolation,NA,,Sick,Homeward Bound (Camden County),Mike Bricker,(856) 401-1300,125 County House Road  ,2y 1m 20d,25,9/16/2019 1:28:00 PM,Ashley Matters,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Ashley Matters,9/16/2019 1:28:00 PM,33
A42474719,,Cat,Domestic Shorthair,Brown/White,Male,Yes,No,24PetWatch,No,NA,1/22/2019,6m 23d,Jill Sweeney,8/14/2019 11:26:45 AM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Isolation,NA,,Healthy,Homeward Bound (Camden County),Mike Bricker,(856) 401-1300,125 County House Road  ,7m 22d,7,9/13/2019 5:03:00 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,9/13/2019 5:03:00 PM,30
A42474723,,Cat,Domestic Shorthair,Brown/White,Male,Yes,No,24PetWatch,No,NA,5/22/2019,2m 23d,Jill Sweeney,8/14/2019 11:26:45 AM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Isolation,NA,,Sick,Homeward Bound (Camden County),Mike Bricker,(856) 401-1300,125 County House Road  ,4m 21d,4,10/13/2019 2:24:00 PM,Emma Griffin,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Emma Griffin,10/13/2019 2:24:00 PM,60
A42474725,,Cat,Domestic Shorthair,Black/White,Female,Yes,No,24PetWatch,No,NA,5/22/2019,2m 23d,Jill Sweeney,8/14/2019 11:26:45 AM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Isolation,NA,,Sick,Homeward Bound (Camden County),Mike Bricker,(856) 401-1300,125 County House Road  ,4m 21d,4,10/13/2019 2:23:00 PM,Emma Griffin,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Emma Griffin,10/13/2019 2:23:00 PM,60
A42474745,,Cat,Domestic Shorthair,Brown/White,Male,Yes,No,24PetWatch,No,NA,5/22/2019,2m 23d,Jill Sweeney,8/14/2019 11:26:45 AM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Isolation,NA,,Sick,Homeward Bound (Camden County),Mike Bricker,(856) 401-1300,125 County House Road  ,3m 16d,3,9/7/2019 3:27:00 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,9/7/2019 3:27:00 PM,24
A42474751,,Cat,Domestic Shorthair,Brown/Black,Male,Yes,No,24PetWatch,No,NA,5/22/2019,2m 23d,Jill Sweeney,8/14/2019 11:26:45 AM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Isolation,NA,,Sick,Homeward Bound (Camden County),Mike Bricker,(856) 401-1300,125 County House Road  ,3m 16d,3,9/7/2019 6:16:00 PM,Volunteer Account,Adoption,PAC,PAC,PAC,NA,,NA,NA,Volunteer Account,9/7/2019 6:16:00 PM,24
A42478754,,Cat,Domestic Shorthair,Brown/,Female,Yes,No,24PetWatch,No,NA,4/13/2019,4m 1d,Jill Sweeney,8/14/2019 3:20:02 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Isolation,NA,,Injured,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,5m 18d,5,10/1/2019 4:08:00 PM,Emma Griffin,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Emma Griffin,10/1/2019 4:08:00 PM,48
A42480031,,Cat,Domestic Shorthair,White/Orange,Male,Yes,No,24PetWatch,No,NA,7/30/2019,15d,Maria Decker,8/14/2019 4:26:45 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Foster Care - General,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,2m 19d,2,10/19/2019 1:20:00 PM,Steve Ciepiela,Adoption,Foster Home,Grant Avenue,Foster Care - General,NA,,NA,NA,Steve Ciepiela,10/19/2019 1:20:00 PM,65
A42480037,,Cat,Domestic Shorthair,White/Grey,Male,Yes,No,24PetWatch,No,NA,7/30/2019,15d,Maria Decker,8/14/2019 4:26:45 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Foster Care - General,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,2m 19d,2,10/19/2019 1:20:00 PM,Steve Ciepiela,Adoption,Foster Home,Grant Avenue,Foster Care - General,NA,,NA,NA,Steve Ciepiela,10/19/2019 1:20:00 PM,65
A42480061,,Cat,Domestic Shorthair,White/Grey,Female,Yes,No,24PetWatch,No,NA,7/31/2019,14d,Emma Griffin,8/14/2019 4:27:18 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Maternity,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,4m 5d,4,12/5/2019 1:10:00 PM,Maria Decker,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Maria Decker,12/5/2019 1:10:00 PM,112
A42485342,,Dog,Terrier,Tan/,Male,Yes,No,24PetWatch,No,NA,8/15/2018,1y 0d,Emma Griffin,8/15/2019 12:08:55 PM,Owner/Guardian Surrender,In Person Surrender to Shelter,Inadequate Housing / Yard,Grays Ferry Avenue,Kennel - Holding,NA,,Healthy,,,,,1y 1d,12,8/16/2019 5:11:00 PM,Angela Peterdi,Adoption,Grays Ferry Avenue,Grays Ferry Avenue,Kennel - Holding,NA,,NA,NA,Angela Peterdi,8/16/2019 5:11:00 PM,1
A42485590,,Cat,Domestic Shorthair,Black/White,Male,Yes,Yes,24PetWatch,No,NA,4/1/2019,4m 14d,Emma Griffin,8/15/2019 12:23:06 PM,Stray,Public Drop Off,,Grays Ferry Avenue,Cat Room,NA,19143—Kingsessing SW,Healthy,,,,,5m 9d,5,9/10/2019 2:28:00 PM,Lauren Campagnini,Adoption,PAC,PAC,PAC,NA,,NA,NA,Lauren Campagnini,9/10/2019 2:28:00 PM,26
A42485811,,Cat,Domestic Shorthair,Black/,Male,Yes,No,24PetWatch,No,NA,5/15/2019,2m 30d,Emma Griffin,8/14/2019 12:37:00 PM,Stray,Public Drop Off,,Grays Ferry Avenue,Cat Room,NA,19139—West Market W,Healthy,,,,,3m 7d,3,8/22/2019 6:21:00 PM,Kimberly Pollock,Adoption,PAC,PAC,PAC,NA,,NA,NA,Kimberly Pollock,8/22/2019 6:21:00 PM,8
A42488200,,Dog,Chow Chow,Brown/,Female,Yes,No,Home Again,No,NA,8/3/2011,8y 12d,Emma Griffin,8/15/2019 2:49:09 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Kennel - Holding,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,8y 1m 10d,97,9/13/2019 6:02:00 PM,Bidisha Mukherjee,Adoption,Foster Home,Grant Avenue,Foster Care - General,NA,,NA,NA,Bidisha Mukherjee,9/13/2019 6:02:00 PM,29
A42488235,,Dog,Shih Tzu,White/Black,Male,Yes,Yes,24PetWatch,No,NA,8/14/2017,2y 3m 6d,Emma Griffin,11/20/2019 2:04:15 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Kennel - Holding,NA,,Healthy,Homeward Bound (Camden County),Mike Bricker,(856) 401-1300,125 County House Road  ,2y 3m 11d,27,11/25/2019 12:35:00 PM,Lauren Campagnini,Adoption,PAC,PAC,Kennel - Holding,NA,,NA,NA,Lauren Campagnini,11/25/2019 12:35:00 PM,4
A42488235,,Dog,Shih Tzu,White/Black,Male,Yes,Yes,24PetWatch,No,NA,8/14/2017,2y 1d,Emma Griffin,8/15/2019 2:50:45 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Kennel - Holding,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,2y 3d,24,8/17/2019 2:05:00 PM,Bidisha Mukherjee,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Bidisha Mukherjee,8/17/2019 2:05:00 PM,2
A42488257,,Dog,Terrier,Tan/,Female,Yes,Yes,24PetWatch,No,NA,8/15/2015,4y 0d,Emma Griffin,8/15/2019 2:51:56 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Kennel - Holding,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,4y 2d,48,8/17/2019 9:22:00 AM,Angela Peterdi,Adoption,Grays Ferry Avenue,Grays Ferry Avenue,Kennel - Holding,NA,,NA,NA,Angela Peterdi,8/17/2019 9:22:00 AM,1
A42488272,,Dog,Boxer,Brown/Brown,Female,Yes,No,24PetWatch,No,NA,8/14/2018,1y 1d,Emma Griffin,8/15/2019 2:52:55 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Kennel - Holding,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,1y 1m 18d,13,10/2/2019 2:48:00 PM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,10/2/2019 2:48:00 PM,48
A42488298,,Dog,"Chihuahua, Short Coat",Brown/White,Male,Yes,No,24PetWatch,No,NA,8/8/2011,8y 7d,Emma Griffin,8/15/2019 2:54:10 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Kennel - Holding,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,8y 1m 22d,97,9/30/2019 12:55:00 PM,Sara Davidson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Sara Davidson,9/30/2019 12:55:00 PM,45
A42488323,,Dog,"Terrier, Pit Bull",Brown/White,Female,Yes,No,24PetWatch,No,NA,8/9/2018,1y 6d,Emma Griffin,8/15/2019 2:55:19 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Kennel - Holding,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,1y 15d,12,8/24/2019 11:52:00 AM,Bidisha Mukherjee,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Bidisha Mukherjee,8/24/2019 11:52:00 AM,8
A42488839,,Cat,Domestic Longhair,White/Grey,Male,Yes,No,24PetWatch,No,NA,8/2/2016,3y 13d,Maria Decker,8/15/2019 3:22:14 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Sick,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,3y 26d,36,8/28/2019 5:01:00 PM,Maria Decker,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Maria Decker,8/28/2019 5:01:00 PM,13
A42488845,,Cat,Domestic Shorthair,Brown/White,Female,Yes,Yes,24PetWatch,No,NA,7/27/2015,4y 19d,Maria Decker,8/15/2019 3:22:14 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Sick,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,4y 1m 28d,49,9/24/2019 1:04:00 PM,Ashley Matters,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Ashley Matters,9/24/2019 1:04:00 PM,39
A42489136,,Cat,Domestic Shorthair,Grey/Black,Female,Yes,No,24PetWatch,No,NA,6/13/2019,2m 2d,Maria Decker,8/15/2019 3:40:22 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,3m 1d,3,9/14/2019 5:33:00 PM,Steve Ciepiela,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Steve Ciepiela,9/14/2019 5:33:00 PM,30
A42489141,,Cat,Domestic Shorthair,Grey/Black,Female,Yes,No,24PetWatch,No,NA,6/15/2019,2m 0d,Maria Decker,8/15/2019 3:40:22 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,3m 2d,3,9/17/2019 2:43:00 PM,Steve Ciepiela,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Steve Ciepiela,9/17/2019 2:43:00 PM,32
A42489148,,Cat,Domestic Shorthair,Grey/Black,Male,Yes,No,24PetWatch,No,NA,6/15/2019,2m 0d,Maria Decker,8/15/2019 3:40:22 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,3m 2d,3,9/17/2019 2:46:00 PM,Steve Ciepiela,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Steve Ciepiela,9/17/2019 2:46:00 PM,32
A42489165,,Cat,Domestic Shorthair,Grey/Black,Male,Yes,No,24PetWatch,No,NA,6/15/2019,2m 0d,Maria Decker,8/15/2019 3:40:22 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,2m 14d,2,8/29/2019 2:52:00 PM,Maria Decker,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Maria Decker,8/29/2019 2:52:00 PM,13
A42497176,,Dog,"Terrier, Pit Bull",Brindle/White,Female,Yes,No,24PetWatch,No,NA,8/16/2018,1y 0d,Emma Griffin,8/16/2019 2:23:30 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Kennel - Holding,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,1y 1m 7d,13,9/23/2019 11:03:00 AM,Erica Henn,Adoption,Grays Ferry Avenue,Grays Ferry Avenue,Kennel - Adoptions,NA,,NA,NA,Erica Henn,9/23/2019 11:03:00 AM,37
A42497184,,Dog,"Terrier, Pit Bull",Brown/White,Female,Yes,Yes,24PetWatch,No,NA,8/15/2018,1y 1d,Emma Griffin,8/16/2019 2:23:29 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Kennel - Holding,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,1y 1m 23d,13,10/8/2019 4:50:00 PM,Lauren Campagnini,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Lauren Campagnini,10/8/2019 4:50:00 PM,53
A42502878,,Cat,Domestic Shorthair,Black/,Female,Yes,Yes,24PetWatch,No,NA,8/14/2018,1y 3d,Molly Lawton,8/17/2019 12:08:49 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Surgery,NA,19124—Frankford NE,Injured,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,1y 3m 9d,15,11/23/2019 3:15:00 PM,Emma Griffin,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Emma Griffin,11/23/2019 3:15:00 PM,98
A42503123,,Cat,Domestic Shorthair,Black/White,Male,Yes,No,24PetWatch,No,NA,8/17/2018,1y 0d,Molly Lawton,8/17/2019 12:32:52 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Surgery,NA,19151—Overbrook,Injured,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,1y 1m 2d,13,9/19/2019 2:45:00 PM,Steve Ciepiela,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Steve Ciepiela,9/19/2019 2:45:00 PM,33
A42506885,,Cat,Domestic Shorthair,Grey/Grey,Female,Yes,Yes,24PetWatch,No,NA,8/17/2018,1y 0d,Michelle Robinson,8/17/2019 10:59:01 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19151—Overbrook,Healthy,,,,,1y 20d,12,9/6/2019 4:49:00 PM,Bidisha Mukherjee,Adoption,Petsmart Oregon Avenue,PAWS Offsite Adoptions,Petsmart Oregon Avenue,NA,,NA,NA,Bidisha Mukherjee,9/6/2019 4:49:00 PM,19
A42508022,,Cat,Domestic Shorthair,Grey/White,Female,Yes,Yes,24PetWatch,No,NA,8/18/2018,1y 0d,Michelle Robinson,8/18/2019 12:32:26 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,1y 1m 1d,13,9/19/2019 7:02:00 PM,Meredyth Forbes,Adoption,PAC,PAC,PAC,NA,,NA,NA,Meredyth Forbes,9/19/2019 7:02:00 PM,32
A42508067,,Cat,Domestic Shorthair,Grey/,Female,Yes,Yes,24PetWatch,No,NA,8/18/2018,1y 4d,Meredyth Forbes,8/22/2019 4:19:19 PM,Return,Returned Adoption,Allergic to Animal,PAC,PAC,NA,,Healthy,,,,,1y 5d,12,8/23/2019 2:20:00 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,8/23/2019 2:20:00 PM,0
A42508067,,Cat,Domestic Shorthair,Grey/,Female,Yes,Yes,24PetWatch,No,NA,8/18/2018,1y 0d,Michelle Robinson,8/18/2019 12:39:34 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,1y 1d,12,8/19/2019 2:45:00 PM,Ame Wiltzius,Adoption,PAC,PAC,PAC,NA,,NA,NA,Ame Wiltzius,8/19/2019 2:45:00 PM,1
A42508118,,Cat,Domestic Shorthair,Black/Orange,Female,Yes,Yes,24PetWatch,No,NA,8/18/2017,2y 0d,Michelle Robinson,8/18/2019 12:46:22 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,2y 28d,24,9/15/2019 2:45:00 PM,Aubrey Carpenter,Adoption,Petsmart Oregon Avenue,PAWS Offsite Adoptions,Petsmart Oregon Avenue,NA,,NA,NA,Aubrey Carpenter,9/15/2019 2:45:00 PM,28
A42509460,,Cat,Domestic Shorthair,White/Grey,Male,Yes,No,24PetWatch,No,NA,6/23/2019,1m 26d,Erica Henn,8/18/2019 3:40:08 PM,Stray,Public Drop Off,,Grays Ferry Avenue,Maternity,NA,19148—South Philadelphia W,Healthy,,,,,5m 28d,5,12/21/2019 2:44:00 PM,Ame Wiltzius,Adoption,PAC,PAC,PAC,NA,,NA,NA,Ame Wiltzius,12/21/2019 2:44:00 PM,124
A42510569,,Cat,Domestic Shorthair,Black/,Male,Yes,Yes,24PetWatch,No,NA,8/18/2016,3y 0d,Michelle Robinson,8/18/2019 7:40:58 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19151—Overbrook,Healthy,,,,,3y 1m 11d,37,9/29/2019 5:30:00 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,9/29/2019 5:30:00 PM,41
A42510593,,Cat,Domestic Shorthair,Black/Grey,Male,Yes,No,24PetWatch,No,NA,7/14/2019,1m 4d,Michelle Robinson,8/18/2019 7:57:43 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19104—University City,Healthy,,,,,3m 21d,3,11/4/2019 2:45:00 PM,Emma Griffin,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Emma Griffin,11/4/2019 2:45:00 PM,77
A42510597,,Cat,Domestic Shorthair,Black/White,Female,Yes,No,24PetWatch,No,NA,7/14/2019,1m 4d,Michelle Robinson,8/18/2019 8:01:41 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19104—University City,Healthy,,,,,3m 15d,3,10/29/2019 3:28:00 PM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,10/29/2019 3:28:00 PM,71
A42510602,,Cat,Domestic Shorthair,Black/White,Male,Yes,No,24PetWatch,No,NA,7/14/2019,1m 4d,Michelle Robinson,8/18/2019 8:04:58 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19104—University City,Healthy,,,,,2m 24d,2,10/8/2019 3:23:00 PM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,10/8/2019 3:23:00 PM,50
A42512369,,Cat,Domestic Shorthair,Black/Grey,Male,Yes,No,24PetWatch,No,NA,4/19/2019,4m 0d,Michelle Robinson,8/19/2019 11:20:51 AM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,4m 3d,4,8/22/2019 5:37:00 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,8/22/2019 5:37:00 PM,3
A42512480,,Cat,Domestic Shorthair,Grey/White,Male,Yes,Yes,24PetWatch,No,NA,8/20/2014,4y 11m 30d,Jill Sweeney,8/19/2019 11:27:01 AM,Stray,Project Meow,,Grays Ferry Avenue,Cat Room,NA,19142—Paschall/Elmwood SW,Healthy,,,,,5y 12d,60,9/1/2019 12:41:00 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,9/1/2019 12:41:00 PM,13
A42512508,,Cat,Domestic Shorthair,Brown/Black,Male,Yes,Yes,24PetWatch,No,NA,8/19/2015,4y 0d,Michelle Robinson,8/19/2019 11:28:48 AM,Stray,Public Drop Off,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,4y 4m 22d,52,1/10/2020 1:29:00 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,1/10/2020 1:29:00 PM,144
A42514604,,Dog,"Terrier, Pit Bull",Brindle/,Female,Yes,Yes,24PetWatch,No,NA,2/20/2015,4y 5m 30d,Emma Griffin,8/19/2019 1:37:00 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Kennel - Holding,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,4y 6m 5d,54,8/25/2019 12:49:00 PM,Erica Henn,Adoption,Grays Ferry Avenue,Grays Ferry Avenue,Foster Care - General,NA,,NA,NA,Erica Henn,8/25/2019 12:49:00 PM,5
A42514739,,Dog,Hound,Black/White,Male,Yes,Yes,24PetWatch,No,NA,8/13/2010,9y 6d,Emma Griffin,8/19/2019 1:43:13 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Kennel - Holding,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,9y 30d,108,9/12/2019 6:40:00 PM,Ame Wiltzius,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Ame Wiltzius,9/12/2019 6:40:00 PM,24
A42514746,,Dog,Hound,Beige/Tan,Male,Yes,Yes,24PetWatch,No,NA,8/13/2011,8y 6d,Emma Griffin,8/19/2019 1:43:13 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Kennel - Holding,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,8y 23d,96,9/5/2019 12:51:00 PM,Emma Griffin,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Emma Griffin,9/5/2019 12:51:00 PM,16
A42519557,,Cat,Domestic Shorthair,White/Orange,Male,Yes,Yes,24PetWatch,No,NA,8/19/2018,1y 0d,Michelle Robinson,8/19/2019 8:09:57 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,1y 2m 3d,14,10/22/2019 10:44:00 PM,Meredyth Forbes,Adoption,Kawaii Kitty Cafe,PAWS Offsite Adoptions,Kawaii Kitty Cafe,NA,,NA,NA,Meredyth Forbes,10/22/2019 10:44:00 PM,64
A42524026,,Dog,"Poodle, Miniature",White/Tan,Female,Yes,No,24PetWatch,No,NA,8/17/2014,5y 3d,Emma Griffin,8/20/2019 1:15:17 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Kennel - Holding,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,5y 2m 12d,62,10/29/2019 3:31:00 PM,Ame Wiltzius,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Ame Wiltzius,10/29/2019 3:31:00 PM,70
